randomness,timestamp,tweet,label
9221,31-10-2019 15:27,b'I had some great news yesterday and have been spreading some grateful messages to some people who helped me create\xe2\x80\xa6 https://t.co/AUFhJ3VkZH',0
8497,31-10-2019 22:52,b'happy halloween\n#halloween #costume #happy #trickortreat #october #fitness #bodybuilding https://t.co/660twCzpXz',1
14037,31-10-2019 04:26,"b'RT @Dr_Elkhatib1: #Free from Monday, 28 October 2019 until Friday, 01 November 2019. Please #download and #enjoy.\n\n#KU #IAN1 #RRBC #IARTG #'",1
14625,01-11-2019 00:02,b'RT @enriqueiglesias: When the crew is having fun... #ThankYou #Slovakia!! #Happy #Halloween https://t.co/0dC23rOerP',1
10325,01-11-2019 06:11,"b'Malificent, the lady of roses and Audrey:) Happy Halloween! #haloween #happy #westhollywood #halloweencostumes https://t.co/FDGfsELLQj'",1
15215,31-10-2019 15:06,b'RT @GetMoringa: Boost your \xf0\x9f\xa7\xa0!\n\xf0\x9f\x91\x89\xf0\x9f\x8f\xbehttps://t.co/Hwa8Q8pBvB\n\n\xf0\x9f\x8c\xbfNourish your brain and fight cognitive dysfunction. \n\n#organic #superfood #ayurve\xe2\x80\xa6',0
10989,01-11-2019 06:10,b'Orire this new month\n\n#Happy new month \n\n#moth of fulfilling greatness \n\nAll that we have been hopping for shall be ours for good',1
11179,31-10-2019 21:47,b'Please park all brooms at the door\nHappy Halloween!\n#halloween #fun #night #candies #scary https://t.co/VqiIL28EZ0',1
5005,30-10-2019 17:58,b'@nicolejen11 #MentalIllness at its finest. Don\xe2\x80\x99t take it personally.',0
21229,31-10-2019 04:30,b'RT @tryNdoxxxMe: #FieldMcConnell \n\n#MentalHealthAwareness\n\nDisable Dangerous to society \n\nhttps://t.co/qbqLMllGEL',0
17950,31-10-2019 03:32,b'RT @mindmatterldn: @MOAK_TP vs @brokenpen_ ? \xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\n.\nWe\xe2\x80\x99re looking forward to this one!\n.\nhttps://t.co/2odP3mHSep\n.\n#battlerap #battle #poetry\xe2\x80\xa6',0
2402,31-10-2019 15:04,"b""RT @pragmaticlawyer: In this month's edition of Workplace Law, we have a look at some common contract of #employment mistakes and reflect o\xe2\x80\xa6""",0
12254,29-10-2019 20:21,b'RT @annecury: Maybe the very last rains before snow #enjoy #rain #pekuakamiu https://t.co/VpJz47hbnq',1
6447,01-11-2019 10:27,b'Coming Soon\n#nottingham #eastmidlands #nightclub #nightlife #party #club #dj #music #clubbing #dance #bar #night https://t.co/MFqmCXngzc',1
22944,30-10-2019 06:51,"b'to wake up we need an alarm clock, to wake up the senses we need #Lanzarote #travelphotography by #JulianCabrera https://t.co/QDWuteQv42'",1
1635,29-10-2019 20:15,"b""RT @BorderlineBilly: It's been quite a journey ...\n\xe2\x80\xa2\n\xe2\x80\xa2\n\xe2\x80\xa2\n\xe2\x80\xa2\n\xe2\x80\xa2\n\xe2\x80\xa2\n\xe2\x80\xa2\n\xe2\x80\xa2\n\xe2\x80\xa2\n\xe2\x80\xa2\n\xe2\x80\xa2\nThese last 3 months\n\n\xf0\x9f\x92\x9a\n\n#mentalhealth #MentalHealthAwareness #Ment\xe2\x80\xa6""",0
3661,31-10-2019 17:15,b'#happy #halloween cant wait to #hand out the #candy https://t.co/85PgEYZri3',1
17033,30-10-2019 11:24,b'RT @kskgroup2017: Staring tomorrow I will join @MijnVitesse training. Thank you @MijnVitesse. \n\nI feel the same as I did 12 years ago when',1
13036,31-10-2019 15:52,"b'RT @CanineGroup: Hello friends, good morning, today our friend Steef visits us for his dose of vaccine, and with that look we love,'",1
10712,30-10-2019 07:46,b'New Raid! Gogo Nuts! \n#FFXIV #FinalFantasy #MMORPG #videogames #game #gaming #gamer #pc #screenshot #photography https://t.co/fxwXHjiDOO',1
3465,31-10-2019 22:06,b'#fun #accs #outside Camping Solar Fire Starter &amp;amp; Cigarette Lighter https://t.co/IER94Ulb34',1
22954,31-10-2019 23:14,b'Today employees at Penn Emblem participated in our annual Halloween costume contest. Thank you to everyone who part https://t.co/be1OK6XmWX',1
6321,31-10-2019 16:37,b'Check out Listening to the Buffalo DVD   Native American Wisdom for Optimum Health  NEW   https://t.co/gufgsmaAaK v\xe2\x80\xa6 https://t.co/zPIJCQIvIr',0
22387,31-10-2019 14:33,b'THANK YOU MART!!!\n# # # #1031 #Halloween #\n #HAPPY HALLOWEEN https://t.co/vGLdG3zeb1',1
13980,31-10-2019 15:13,b'RT @DomiAegerter77: 77 Ready for the Weekend @sepangcircuit @motogp #malaysiangp \n\n#happy #halloween #malaysia #motogp #sepang #m',1
1137,29-10-2019 10:35,"b""It's #Halloween and we present you @VelvettMooon ! She has her #welcome #show #today and you are invited to #enjoy https://t.co/CnWYXrRxsf""",1
6517,01-11-2019 07:09,b'Creativity is intelligence having #fun - Albert #Einstein\n\nhttps://t.co/J6GoRR1OYm https://t.co/5XpfKgcb3I',1
19887,31-10-2019 19:07,b'RT @realpreityzinta: Happy Halloween everyone  Time to have some fun @BeingSalmanKhan #chulbulpandey #halloween #fun #madness #ting https:',1
11156,31-10-2019 20:39,b'Pirate fun with bubbles in #Cancun! (link) #life #cute #fitness #nature #beauty #girl #fun #photo #amazing https://t.co/tbcShD3hbE',1
9031,01-11-2019 08:33,b'How To Stop Wasting Your Potential On A Daily Basis https://t.co/DdftAIUlfm #balance #behavior #death #down #energy https://t.co/qVfkp7oVpr',1
20513,28-10-2019 20:14,b'RT @SOS_Initiatives: Interfaith Wolverhampton https://t.co/y7ojWU5elU @Kaleidoscope_PG are you aware of this event? #suicide #selfharm #tim\xe2\x80\xa6',0
11755,30-10-2019 08:39,b'RT @alhajitekno: #SKELETUN the video! Link on me bio #enjoy https://t.co/0zfURa7wXX',1
2378,29-10-2019 22:07,"b""RT @patomahony1: #ICYMI yesterday's #bankholiday Monday #FoolsGold - two glorious hours of the #alternative side of @RTEGold with li' ol' m""",1
2800,01-11-2019 01:00,"b""Score any Large 3-topping or Specialty Pizza  for just $13.99 online! It's our #WeekdayWeb deal, Monday-Thursday, https://t.co/1IDBmmY7fo""",1
16971,30-10-2019 11:51,b'RT @kskgroup2017: Staring tomorrow I will join @MijnVitesse training. Thank you @MijnVitesse. \n\nI feel the same as I did 12 years ago when',1
6854,31-10-2019 17:47,b'Energy Healing. A Place to discover Wellness. \n\n\n#Healing #mindfulness #Mentalhealth https://t.co/GWc6k5hUiU',1
2996,31-10-2019 15:03,"b""Today is worse than yeaterday. Cold hands, racing thoughts and  fight or flight mode has just kicked in and that's\xe2\x80\xa6 https://t.co/kT9wdukszJ""",0
19974,28-10-2019 22:26,b'RT @recover2renew: @JoeFitzSNP  @suicideresearch\n#akathisia can make people #suicidal\n\n#antidepressants (&amp; other MH meds) &amp; #suicideprevent\xe2\x80\xa6',0
15468,31-10-2019 18:00,b'RT @HollyParkApartm: The winner of the of the Holly Park window decoration competition is 181! This is only one of the SPOOKTACULAR window',1
22278,01-11-2019 03:41,b'Sweet Halloween Dreams  #halloween #fun #familytime #candy https://t.co/UnZ8uZovL2',1
1734,31-10-2019 01:45,"b""RT @CosmicLifeOfMe: #ptsdchat even with #PTSD #depression #anxiety #PTSI and cancer to live with, I enjoy living. They're are parts that I\xe2\x80\xa6""",0
5977,27-10-2019 16:20,b'At the #MentalHealthEmpowermentDay to discuss these important issues and learn how to support our students and indi\xe2\x80\xa6 https://t.co/TTSaOtGXXv',0
13189,31-10-2019 07:47,b'RT @Chescamarina: The mind is the worst place to be sometimes. The enemy that we try to make piece with every minute of the day. \n\n\xf0\x9f\x92\x9a\xf0\x9f\x92\x94\n\n#men\xe2\x80\xa6',0
3302,30-10-2019 04:26,b'#bpd GOOd news everyone !!! (as they all scatter) my fp just contacted new i\xe2\x80\x99m halfway conscious i feel like i\xe2\x80\x99m half mad here',0
60,31-10-2019 21:16,b' and she aint joking either...  Happy and #safe #halloween2019  everybody! #trickortreat #costume #hauntedhouse https://t.co/7fpq2Qtn1S',1
16676,31-10-2019 10:51,b'RT @kskgroup2017: Staring tomorrow I will join @MijnVitesse training. Thank you @MijnVitesse. \n\nI feel the same as I did 12 years ago when',1
6791,28-10-2019 20:25,b'Dr. @KazJNelson of @UMN_Psychiatry was live on @GopherSports radio this weekend to discuss mental health. 1 in 5 Am\xe2\x80\xa6 https://t.co/09tVtldPwT',0
2359,30-10-2019 13:06,"b""RT @OtterlyHopeful: It is always okay to not be okay. You don't need to hide it. Ask for help if you need it. It will get better.\n\n#Otterly\xe2\x80\xa6""",0
11230,31-10-2019 19:57,b'PreK 4 Halloween Party with Vampirina \n#avalonnj #minkaquinn #stoneharborlife #beachlife #7mileisland #jerseyshore https://t.co/iKFRiQ89Hu',1
21569,01-11-2019 09:31,b'RT @WhiteStarDaily: Happiness everywhere.... Everyone loves Somalia \n\n#Somalia #Somali #Soomaaliya #Soomaali #happy https://',1
14710,31-10-2019 14:07,"b'RT @EssaysAgrade: Essays,Research paper,Dissertations,Academic Work,Hmu.#love #instagood #photooftheday #fashion #beautiful #happy #cute #'",1
8582,01-11-2019 06:48,b'Happy-Halloween everyone\n#pot #potiron #halloween #Usana #guesthouse #orange #mask #masque #happy #ever #be #nice https://t.co/J9k6mjz11R',1
23371,31-10-2019 18:14,b'We wish #India a very #Happy #NationalUnityDay  https://t.co/oQ1WCSUhl1',1
11777,29-10-2019 08:20,b'RT @alhajitekno: #SKELETUN the video! Link on me bio #enjoy https://t.co/0zfURa7wXX',1
1796,30-10-2019 23:18,"b""RT @DulleyTopBooks: #God protect us. #God strengthen us. #God love us. May #God's GOOD will be UPON&amp;WITHIN us ALL today, tomorrow, and fore\xe2\x80\xa6""",0
17008,30-10-2019 11:32,b'RT @kskgroup2017: Staring tomorrow I will join @MijnVitesse training. Thank you @MijnVitesse. \n\nI feel the same as I did 12 years ago when',1
1482,31-10-2019 05:51,"b""Rendon's #HR #Game7 Was Over After That #nationalswin #Congrats To #washingtonnationals On Their #WorldSeries2019 https://t.co/HQmDtVuICw""",1
19297,30-10-2019 10:06,"b'RT @RashadaWrites: Good morning, friends! #enjoy #winter #Wednesdaymorning #autumn #snowfall  #beautiful #Tulips in the #snow  #nature'",1
14882,30-10-2019 20:46,b'RT @EYMSHealth: Cool to see @eyms_york 8th graders globally communicating on @Belouga_   Even cooler to watch them join the @AllALittleCraz\xe2\x80\xa6',0
3695,01-11-2019 00:13,b'#happy #halloween No Tricks All Treats Tonight #pussycat #poetry #realtor #guitarist #singersongwriter #locs https://t.co/fAKonIo6fw',1
22683,31-10-2019 12:00,"b'The world today needs some happyness, be the happy the world needs.\n\n#work #quoteoftheday #counselling #hcsmSA\xe2\x80\xa6 https://t.co/ujYjtQnYmB'",0
1096,31-10-2019 08:35,"b""I'm so glad that as a sport we've moved on from the uneducated approach to MH that @Trescricket and @Trotty had to\xe2\x80\xa6 https://t.co/RR5eiZ0sjL""",0
3194,31-10-2019 11:23,"b""Yesterday it was my fridge/freeze taking a dump today it's the alternator in my car. Shite happens in 3s... What wi\xe2\x80\xa6 https://t.co/PA0K9bEUH8""",0
15170,31-10-2019 07:15,b'RT @GargiVishnoi: It takes immense strength to come forward with mental illness and competitive sports specially can bring lot of stress.\xe2\x80\xa6',0
22063,31-10-2019 10:30,"b'Some evidence-based therapies, like Cognitive Hypnotherapy, teach you how to do your own therapy. #anxiety\xe2\x80\xa6 https://t.co/5MpEZuvMWK'",0
23877,01-11-2019 03:54,b'Working \nNoche de Manicomio - The Who\n \n#halloween #halloweencostume\n#halloweenmakeup #malficadueadelmal https://t.co/q3er7nhEnr',1
20945,31-10-2019 20:14,"b'RT @TechyTotsSutton: Some #halloween2019 fun @CCIacademy this afternoon, lots of happy children playing and learning, new skills\n #learning'",1
14588,01-11-2019 01:05,b'RT @enriqueiglesias: When the crew is having fun... #ThankYou #Slovakia!! #Happy #Halloween https://t.co/0dC23rOerP',1
1997,31-10-2019 22:22,"b""RT @Havenlust: Travel makes one modest. You see what a tiny place you occupy in the world.  #Explore #Europe #Girl'sTravel #Fun #ILikeToTra""",1
21454,31-10-2019 15:06,"b'RT @ViRehab: On behalf of all of us at Virtual Rehab, we wish you a very Happy Halloween \xf0\x9f\xa7\x99\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f\xf0\x9f\xa7\xb9\xf0\x9f\x99\x88\n\nhttps://t.co/YHWvuWW2tY\n\n$VRH #Blockchain\xe2\x80\xa6'",0
10452,01-11-2019 01:17,b'Minute-to-Win-It Halloween Edition in Health Science today! #fun #teamWork #ghsUnity @CHPantherPride https://t.co/eTLpVjjR0g',1
13718,31-10-2019 12:14,b'RT @deal_tun: #Visit #Tunisia \n #EnjoyingEverydayLife #Enjoytheview #enjoylife #Enjoy your #holiday https://t.co/N7ZJevh1i0',1
236,31-10-2019 19:10,"b""#Happy #Halloween from #AztecSecret! We know what kind of #mask we'll be wearing to #celebrate  https://t.co/HjLLN0Hdm4""",1
18617,28-10-2019 00:22,b'RT @OtterlyHopeful: Sunday nights can bring anxiety about the work week (for some). Here are some coping strategies for those struggling.\xe2\x80\xa6',0
11605,28-10-2019 11:54,"b'RT @86_Parsons: Hey \xf0\x9f\x91\x8b\xf0\x9f\x8f\xbc , I\xe2\x80\x99ve created a business to raise more awareness for dementia and donating a MINIMUM of 20% of the profits going to\xe2\x80\xa6'",0
4283,31-10-2019 23:41,b'#Repost @enriqueiglesias (get_repost)\n\nWhen the crew is having fun... #ThankYou #Slovakia!! #Happy #Halloween https://t.co/37eQ3QX9uS',1
14615,01-11-2019 00:13,b'RT @enriqueiglesias: When the crew is having fun... #ThankYou #Slovakia!! #Happy #Halloween https://t.co/0dC23rOerP',1
17062,30-10-2019 11:19,b'RT @kskgroup2017: Staring tomorrow I will join @MijnVitesse training. Thank you @MijnVitesse. \n\nI feel the same as I did 12 years ago when',1
19381,31-10-2019 20:55,"b'RT @RashadaWrites: Happy day, friends! #HappyHalloween #enjoy #autumn #beautiful #flowers #nature\n\nhttps://t.co/q1MqsKwRKa #Writing\n\nCel'",1
4014,29-10-2019 03:23,b'#IndieHour #Indiemusic\n#NowOnAir\nNOTHING BUT THIEVES - AMSTERDAM \n#IndieRock \n@NBThieves \n#Enjoy #discover #recall https://t.co/m1KG3x6Gsc',1
5063,30-10-2019 00:49,"b'@PsychToday These are some things the technique works on... #suicidal thoughts, #flashbacks, #panic attacks,\xe2\x80\xa6 https://t.co/gNHGrl4xB5'",0
6473,29-10-2019 15:24,b'Conservative white males are America\xe2\x80\x99s equivalent of suicide bombers.\n\nThey are willing to ruin the country based o\xe2\x80\xa6 https://t.co/KKKeQ9EhWO',0
13105,01-11-2019 08:07,b'RT @carrieanninaba: Halloween #lipsync war... a little peek at my #Jlo performance today at @TheTalkCBS  #halloween2019 #fun #splits https:',1
15975,29-10-2019 00:37,b'RT @k10933: To those of you who are new to a #mentalillness diagnosis let me lay it out there straight. \n\n1.  It\xe2\x80\x99s not a life sentence\n2.\xe2\x80\xa6',0
14509,01-11-2019 09:07,b'RT @enriqueiglesias: When the crew is having fun... #ThankYou #Slovakia!! #Happy #Halloween https://t.co/0dC23rOerP',1
21535,01-11-2019 07:55,"b'RT @WEPAteam: In an exclusive series, WE Project Awareness, a subsidy of Esperance Media Publication Co, is #happy to host the first of its'",1
20245,31-10-2019 14:56,"b'RT @saveurscissors: The words, \xe2\x80\x9cNo, it\xe2\x80\x99s okay.\xe2\x80\x9d mean everything. The words, \xe2\x80\x9cNo, I understand.\xe2\x80\x9d mean even more. Because if you know someone\xe2\x80\xa6'",0
6571,31-10-2019 20:13,b'DayCation Accra  #DayParty #YearOfReturn\n   \nBoxing Day 26th December \n\n@Kikibees(East Legon)\n\nTickets Out No https://t.co/Y2rQK9v80W',1
6862,31-10-2019 02:09,b'Enjoy an Oak Creek Brew and watch the leaves fall. @oakcreekbreweryandgrill\n\n#sedonasbestbeer #enjoy #beertime https://t.co/IKhYSxdQIc',1
14173,31-10-2019 15:15,"b'RT @DrRobyn: Is it depression or just a bad day? Find out all about depression, coping, and conflict on the latest How to #Talktokids podca\xe2\x80\xa6'",0
21055,31-10-2019 04:56,"b'RT @thelaceylondon: MY BOOK, ANXIETY GIRL, IS A No. 1 BESTSELLER!\n\n\xf0\x9f\xa5\xb3\xf0\x9f\x93\x9a\xf0\x9f\x8d\xbe\xf0\x9f\x8e\x89\n\nREAD A PREVIEW HERE!\xf0\x9f\x91\x87\n\nhttps://t.co/HqxIOrYEug\n\nPLEASE RETWEET! \xf0\x9f\x98\x98\xe2\x80\xa6'",0
22037,29-10-2019 18:28,b'So today I will start living better rather than accepting my illness and taking the medicine I will also fix my lif\xe2\x80\xa6 https://t.co/Ink4lHWz52',0
23438,31-10-2019 20:48,b'What a #FUN night! @Halloween2019 #GreatYarmouth #VegasOnSea  https://t.co/fsnp9zhTPR',1
21160,31-10-2019 16:39,b'RT @ToddLeader1: How about we all just take responsibility for how we view and treat others?\n\n#mentalhealth #stigma #mentalillness #MentalH\xe2\x80\xa6',0
6030,31-10-2019 22:32,b'be happy \n.\n.\n.\n.\n.\n.\n.\n.\n.\n#happiness #happy #behappy #smile #europe #ireland #irlanda #europa #eurotrip #dublin https://t.co/RGYHQoqGkI',1
10324,30-10-2019 11:22,b'Malaise. The word sounds sweet un English. Exotic... malaise....\n#malaise #BPD #depression',0
6566,01-11-2019 01:16,b'Day 784 of happy 2.0! So much fun to give out candy to all the cute tricker treaters. Bowl is almost half gone and https://t.co/zCjrYlWOsS',1
13513,01-11-2019 03:52,"b'RT @curricula_co: The companys strapline is Look Good, Feel Good, Do Good, to reflect the companys bigger goal of empowering communitie'",1
5449,31-10-2019 09:28,b'15 Celebrities Who Battled #Depression and Won https://t.co/P7CFUq0JpL #celebrity #condition',0
5752,31-10-2019 15:20,b'All She Wanted Was Validation #healthcare #MentalHealth https://t.co/JhwbmfO6rG https://t.co/JhwbmfO6rG #content',0
11157,31-10-2019 21:05,b'Pizza + Movies + Hawaii = #happy https://t.co/NgfTzsPo18',1
3632,31-10-2019 22:36,b'#HAPPY #HALLOWEEN #digitalmarketing Follow Us On IG: @az_seasons_mag #twitter @AzSeasonsMag @AzSeaons https://t.co/1wPuUIl2hM',1
8367,31-10-2019 20:05,b'Happy Halloween! Wishing you all a magical mystical evening! #halloween #happyhalloween #trickortreat #spooky #fun https://t.co/3X9InByv79',1
21298,31-10-2019 14:58,b'RT @UndergroundHcky: Thank you Chad Guenter from @project_allin speaking to the @BVTWPeeWeeAA Timberwolves last night about supporting Ment\xe2\x80\xa6',0
10369,31-10-2019 02:24,b'May today be the DAY all suffering souls come to have wisdom that YES much much better days are ahead! Isaiah 53:5\xe2\x80\xa6 https://t.co/wVbrlrpT7r',0
12652,31-10-2019 14:40,b'RT @BillGrowsIt: Picture frame Staghorn...\n.\n.\n.\n#happy #ferns #nature #fern #plants #green #forest #moss #naturephotography #love  #plants',1
11781,29-10-2019 07:09,b'RT @alhajitekno: #SKELETUN the video! Link on me bio #enjoy https://t.co/0zfURa7wXX',1
14893,29-10-2019 15:50,"b'RT @FaicDanish: Our #anxiety does not come from thinking about the future, but from wanting to control it..\n\n#anxietycheck #AnxietyRelief #\xe2\x80\xa6'",0
22083,31-10-2019 18:55,"b'Some say its a #goodread or a #goodbook, or #page-turning and #fast-paced. What do you think? #happy Have you read https://t.co/rtt7P1XuJZ'",1
10361,29-10-2019 04:30,b'May this bhaidooj bring enormous joy to the bond of twisted masti between you and your brother.\n\nHappy bhaidooj! https://t.co/qjfY0liPWH',1
10550,31-10-2019 22:39,b'My favorite little Minion what did your littles go out as?? #halloween #happyhalloween #trickortreat #minion https://t.co/S67MxuEAR5',1
21606,01-11-2019 04:55,b'RT @worldfootcoach: Fun race \n\n#race #fun #football #soccer #coach #coaching #training https://t.co/H5Tsv094Uc',1
22970,31-10-2019 15:01,b'Today is the day. My clothing line is officially available to the public. Make sure you stop by https://t.co/krTLKVfa4c',1
10969,01-11-2019 09:37,b'ONLYIFYOUWANTNEWFOLLOWERS\n FOLLOW  Cris__U  Get More Followers #FOLLOWNGAIN  #Enjoy !!!',1
14017,01-11-2019 06:48,"b'RT @Dr_Elkhatib1: #Free from Monday, 28 October 2019 until Friday, 01 November 2019. Please #download and #enjoy.\n\n#KU #IAN1 #RRBC #IARTG #'",1
20134,01-11-2019 06:11,b'RT @RuwiSha22: Made a scrap book photo album for @TharshanShant Anna he was so happy with it. \nThanks for sending the photos Anna. \n\n#Thars',1
8880,30-10-2019 20:41,b'Hi guys \n#loveurself #beurself #ipurpleyou #peace #pictime #picoftheday #fun #lifeurlife #enjoy #vbts #BTS https://t.co/6Cs1VSDtFX',1
2640,30-10-2019 12:56,"b""RT @StopSelfHarm: Today's Quote of The Day! #StopSelfHarm #SSH #ItsOkNotToBeOk #SmallTalkSavesLives #SelfHarm https://t.co/GMwMlCDEZd""",0
17123,28-10-2019 13:05,b'RT @KurdyakP: Important commentary about the role of police as front line for individuals with #mentalillness. One reason: poor access to s\xe2\x80\xa6',0
3345,31-10-2019 16:40,"b'#Construction Senior Associate, Catrin Rees, is featured in @phpdonline commenting on the #legal and moral responsi\xe2\x80\xa6 https://t.co/ZSE45D078O'",0
23986,26-10-2019 23:54,"b'You keep doin\xe2\x80\x99 you, @AidenHatfield! Those of us who #appreciate all you do to give those of us living with\xe2\x80\xa6 https://t.co/3Q6yIB9gJc'",0
11075,31-10-2019 18:52,b'P4b made popping ghosts in science today! #science #fun #halloween https://t.co/EplBsDBNJP',1
19799,01-11-2019 02:22,b'RT @realpreityzinta: Happy Halloween everyone  Time to have some fun @BeingSalmanKhan #chulbulpandey #halloween #fun #madness #ting https:',1
4414,31-10-2019 09:46,"b'#ThoughtOfTheDay ""You are never stronger than when you land on the other side of despair""-- Zadie Smith\xe2\x80\xa6 https://t.co/vS3qJuqNkY'",0
6691,30-10-2019 19:02,b'Do you believe that the pain of a mental illness is just as real as the pain of a physical illness?  \xe2\x80\x93\xe2\x80\x93\xe2\x80\x93  #bpdvideo\xe2\x80\xa6 https://t.co/iq20dUN7ZT',0
10618,27-10-2019 02:08,b'My support system is me and my friend Catherine. \xf0\x9f\x98\x94 #depression #mentalillness #mentalhealth #suicidalthoughts',0
5165,31-10-2019 02:07,b'@SussexLouise This 42yo man is 6 ft 2 and 8 years ago was 140 lb. Dispite #depression  and #PTSD he just celebrated\xe2\x80\xa6 https://t.co/LXQ2sfoxYL',0
5400,31-10-2019 13:02,b'|| 2019/10/31 ||\n.\n.\nTrick Or Treat \n.\n.\n#happy #halloween  \n#trickortreat #\n# #\n# https://t.co/fsA818To1C',1
8123,31-10-2019 15:08,"b'Happy Halloween from Strategic Market Alliance!\n#SMA, #SMASolutions, #StrategicMarketAlliance, #Halloween, #Happy H https://t.co/Q6lIc4b37v'",1
9789,30-10-2019 18:28,"b'It\xe2\x80\x99s cold out, but I\xe2\x80\x99m having not only a good hair day, but eyebrows as well! Now I\xe2\x80\x99m off to the therapist to unloa\xe2\x80\xa6 https://t.co/RtdEnMLAat'",0
14492,31-10-2019 21:07,"b'RT @Enjoy_Nature_: The quicker we humans learn that saving open space and wildlife is critical to our welfare and quality of life, maybe w'",1
18768,31-10-2019 12:20,b'RT @peaceloise: @Galck_ke @zandiiiiiiii @annbelky @JayTiche I think there is stigma in the social large not just within the lgbtq+ communit\xe2\x80\xa6',0
2059,30-10-2019 18:02,"b""RT @JennyAGold: Are you a #Kaiser patient who's had problems getting #Mentalhealth care, including seeing a therapist? I want to talk to yo\xe2\x80\xa6""",0
20281,31-10-2019 18:20,"b'RT @searougess: Fun, vibrant #purse/shoulder bag featuring the #art art of #Canadian artist Eric Waugh. Part of ""The Canadian Collection"" b'",1
9707,31-10-2019 18:09,b'Is your teen registered for the Winter Youth Retreat?  Get em signed up!  Are you a youth leader?  Let your student https://t.co/oKRT2ABJ6Z',1
20911,01-11-2019 08:46,b'RT @team_greenacres: #pleasert #ThursdayThoughts #TwitterPleaseDoYourMagic on #howloween Are you ready for Eddie #labrador X? This #sweet &amp;',1
11810,28-10-2019 22:59,b'RT @alhajitekno: #SKELETUN the video! Link on me bio #enjoy https://t.co/0zfURa7wXX',1
22596,31-10-2019 21:43,b'The process like the journey is the only thing that matters. My vision ready for printing #art #photography #create https://t.co/jBMHFCZnjp',1
15031,30-10-2019 19:25,"b'RT @ForgottenAstro2: We are down to the last days!!! If you haven\xe2\x80\x99t taken advantage of this, do it now! Donate! Give! And get an awesome st\xe2\x80\xa6'",0
932,28-10-2019 12:48,"b""I feel like I'm my son's only friend. \n\n#mentalillness""",0
19426,31-10-2019 13:07,"b'RT @RashadaWrites: Happy day, friends! #HappyHalloween #enjoy #autumn #beautiful #flowers #nature\n\nhttps://t.co/q1MqsKwRKa #Writing\n\nCel'",1
4054,01-11-2019 03:22,b'#Jesu Doh\n# I made it again\n#Imela baba\n#Oghene Vwekobiruo\n#Happy birthday to me https://t.co/vBeyFyP0iq',1
8510,01-11-2019 00:59,b'Happy Halloween\n\n#happyhalloween #fall #fun #costume #harvest #halloween #treats #candy #trunkortreat #mackid https://t.co/Wjm0AnNe9C',1
23349,27-10-2019 10:13,b'We need to stop making #mentalillness look cool on #socialmedia - i-D https://t.co/LZHXSDfRLX',0
21635,31-10-2019 05:28,b'RT @yegSOSbooks: I am proud of you. #mentalhealth #MentalHealthAwareness  #recovery #depression #anxietyproblems  \xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f https://t.co/3ZEzV\xe2\x80\xa6',0
14783,31-10-2019 01:00,b'RT @EveyHammond19: \xf0\x9f\x96\xa4\xf0\x9f\x92\x9c\xf0\x9f\x92\x99\xf0\x9f\x92\x9a\xf0\x9f\x92\x9b\xf0\x9f\xa7\xa1\xe2\x9d\xa4\xef\xb8\x8f\n\nWork on being in love with the person in the mirror who has been through so much but is still standing.\n\n#Ment\xe2\x80\xa6',0
13026,31-10-2019 21:50,"b'RT @CanineGroup: Hello friends, good morning, today our friend Steef visits us for his dose of vaccine, and with that look we love,'",1
15820,01-11-2019 00:13,b'RT @JohnLukeNYC: I Will Be Doing The Charity Auction There! #Fun For A Great Cause! The #KIDS Join Us-) @khcc_nyc https://t.co/FKktOoSOhl',1
16361,31-10-2019 03:09,b'RT @KKMPutrajaya: Your mental health is a priority. Your happiness is an essential. Your self-care is a necessity.\n\n#LetsTalk \n#MentalHealt\xe2\x80\xa6',0
4153,29-10-2019 06:27,b'#mentalillness is not a personal failure. #mondaythoughts #mentalheath',0
22404,01-11-2019 09:06,"b'Thanks to Mr. Simon Lawson (UK) for running the seminar smoothly with his inspiring presentation of how to ""Keep Ke https://t.co/kFGAxkmEw4'",1
16890,30-10-2019 12:54,b'RT @kskgroup2017: Staring tomorrow I will join @MijnVitesse training. Thank you @MijnVitesse. \n\nI feel the same as I did 12 years ago when',1
9192,01-11-2019 06:10,b'I did it! Judith-it is een feit: eigen website! #Fun #Entertainment  https://t.co/3vVc62RAri',1
4246,31-10-2019 21:00,b'#pleasert #ThursdayThoughts #TwitterPleaseDoYourMagic on #howloween Are you ready for Eddie #labrador X? This https://t.co/GlU3ORg3RK',1
16446,30-10-2019 23:59,b'RT @KKMPutrajaya: Your mental health is a priority. Your happiness is an essential. Your self-care is a necessity.\n\n#LetsTalk \n#MentalHealt\xe2\x80\xa6',0
14242,31-10-2019 13:54,"b'RT @DuckyBrand: Happy Halloween everyone\xf0\x9f\x8e\x83\xf0\x9f\xa6\x87Today is the last day of our Halloween Blowout sale (with a 25% discount), so if you if haven\xe2\x80\x99t o\xe2\x80\xa6'",0
14111,30-10-2019 21:41,"b'RT @dramapoet: ""The best way to find out if you can trust somebody \nis to trust them.""\n--Ernest Hemingway\n\n#WednesdayThoughts #sunrise #Goo\xe2\x80\xa6'",0
